customer_id,first_name,last_name,email,state,customer_type,business_segment,active
207,Jessica,Lopez,jessica.lopez15@email.com,MO,buyer,,1
208,Mary,Rodriguez,mary.rodriguez56@email.com,KS,buyer,,1
209,Steven,White,steven.white654@email.com,OR,buyer,,1
210,Ruth,Brown,ruth.brown588@email.com,CA,buyer,,1
211,Steven,Thomas,steven.thomas349@email.com,NE,buyer,,1
212,Linda,King,linda.king964@email.com,KS,buyer,,1
213,Carol,Brown,carol.brown411@email.com,VA,buyer,,1
214,Ruth,Williams,ruth.williams703@email.com,IN,buyer,,1
215,James,Jones,james.jones577@email.com,MO,buyer,,1
216,Paul,Williams,paul.williams122@email.com,CO,buyer,,1
217,Betty,Martin,betty.martin634@email.com,OH,buyer,,1
218,Jessica,Clark,jessica.clark462@email.com,IL,buyer,,1
219,Sandra,Martinez,sandra.martinez440@email.com,CA,buyer,,1
220,Paul,Jackson,paul.jackson625@email.com,MI,buyer,,1
221,Richard,King,richard.king641@email.com,FL,buyer,,1
222,Susan,Rodriguez,susan.rodriguez161@email.com,MN,buyer,,1
223,Sarah,Garcia,sarah.garcia161@email.com,IL,buyer,,1
224,John,Wilson,john.wilson609@email.com,TX,buyer,,1
225,Carol,Martinez,carol.martinez296@email.com,KS,buyer,,1
226,Steven,White,steven.white73@email.com,CA,buyer,,1
227,Jessica,Allen,jessica.allen811@email.com,MO,buyer,,1
228,Elizabeth,Wilson,elizabeth.wilson231@email.com,KS,buyer,,1
229,Patricia,Allen,patricia.allen146@email.com,MO,buyer,,1
230,Robert,Johnson,robert.johnson315@email.com,MO,buyer,,1
231,Steven,Anderson,steven.anderson706@email.com,KS,buyer,,1
232,Paul,White,paul.white279@email.com,TX,buyer,,1
233,Ruth,Anderson,ruth.anderson41@email.com,KS,buyer,,1
234,Helen,Harris,helen.harris257@email.com,OK,buyer,,1
235,Michael,Williams,michael.williams691@email.com,MO,buyer,,1
236,Michael,Clark,michael.clark276@email.com,MN,buyer,,1
237,David,Clark,david.clark482@email.com,FL,buyer,,1
238,Sandra,Allen,sandra.allen600@email.com,OK,buyer,,1
239,Helen,Lee,helen.lee993@email.com,VA,buyer,,1
240,William,Thomas,william.thomas342@email.com,OK,buyer,,1
241,Andrew,Thompson,andrew.thompson165@email.com,KS,buyer,,1
242,Joshua,Wilson,joshua.wilson296@email.com,NC,buyer,,1
243,Nancy,Robinson,nancy.robinson38@email.com,FL,buyer,,1
244,Donna,Williams,donna.williams332@email.com,OK,buyer,,1
245,Thomas,Clark,thomas.clark527@email.com,TX,buyer,,1
246,John,Thompson,john.thompson474@email.com,CA,buyer,,1
247,Betty,Johnson,betty.johnson371@email.com,MO,buyer,,1
248,Ruth,Lee,ruth.lee53@email.com,TX,buyer,,1
249,Susan,Rodriguez,susan.rodriguez950@email.com,IL,buyer,,1
250,Steven,Anderson,steven.anderson497@email.com,CA,buyer,,1
251,Thomas,Smith,thomas.smith624@email.com,AZ,buyer,,1
252,Sarah,White,sarah.white565@email.com,MO,buyer,,1
253,John,Moore,john.moore231@email.com,TX,buyer,,1
254,Thomas,Anderson,thomas.anderson664@email.com,OR,buyer,,1
255,Patricia,Thomas,patricia.thomas299@email.com,OR,buyer,,1
256,Donald,Wilson,donald.wilson484@email.com,SC,buyer,,1
257,Sarah,Anderson,sarah.anderson393@email.com,IL,buyer,,1
258,Elizabeth,Allen,elizabeth.allen765@email.com,OH,buyer,,1
259,Mary,Walker,mary.walker792@email.com,KS,buyer,,1
260,Betty,Hernandez,betty.hernandez520@email.com,OR,buyer,,1
261,Donald,Robinson,donald.robinson744@email.com,KS,buyer,,1
262,Paul,Robinson,paul.robinson676@email.com,OH,buyer,,1
263,Ruth,Walker,ruth.walker552@email.com,MO,buyer,,1
264,Carol,Lopez,carol.lopez782@email.com,OK,buyer,,1
265,Karen,Anderson,karen.anderson891@email.com,OR,buyer,,1
266,Elizabeth,White,elizabeth.white393@email.com,MO,buyer,,1
267,Jessica,Walker,jessica.walker45@email.com,FL,buyer,,1
268,Andrew,Harris,andrew.harris936@email.com,NE,buyer,,1
269,Karen,Gonzalez,karen.gonzalez812@email.com,CO,buyer,,1
270,Patricia,Thomas,patricia.thomas130@email.com,NV,buyer,,1
271,Joshua,Walker,joshua.walker866@email.com,KS,buyer,,1
272,Sandra,Brown,sandra.brown468@email.com,IL,buyer,,1
273,John,Harris,john.harris892@email.com,KS,buyer,,1
274,Patricia,Williams,patricia.williams993@email.com,NE,buyer,,1
275,Mark,Hernandez,mark.hernandez408@email.com,MI,buyer,,1
276,William,Walker,william.walker691@email.com,OK,buyer,,1
277,Karen,King,karen.king736@email.com,OK,buyer,,1
278,Ruth,Walker,ruth.walker633@email.com,IL,buyer,,1
279,Robert,Davis,robert.davis944@email.com,MI,buyer,,1
280,Steven,Davis,steven.davis445@email.com,GA,buyer,,1
281,Richard,Clark,richard.clark894@email.com,WI,buyer,,1
282,Richard,Anderson,richard.anderson307@email.com,MO,buyer,,1
283,Michael,Johnson,michael.johnson58@email.com,OK,buyer,,1
284,Steven,Lopez,steven.lopez150@email.com,TX,buyer,,1
285,Sarah,Taylor,sarah.taylor699@email.com,TX,buyer,,1
286,Linda,Garcia,linda.garcia625@email.com,MO,buyer,,1
287,Karen,Martin,karen.martin510@email.com,SD,buyer,,1
288,Patricia,Davis,patricia.davis261@email.com,NE,buyer,,1
289,Donna,Rodriguez,donna.rodriguez921@email.com,MN,buyer,,1
290,Donna,Young,donna.young560@email.com,OK,buyer,,1
291,Jennifer,Williams,jennifer.williams354@email.com,TX,buyer,,1
292,Paul,Lee,paul.lee707@email.com,NV,buyer,,1
293,Mark,Anderson,mark.anderson204@email.com,CA,buyer,,1
294,Karen,Walker,karen.walker243@email.com,NE,buyer,,1
295,Karen,Jackson,karen.jackson303@email.com,OK,buyer,,1
296,Steven,Smith,steven.smith675@email.com,AZ,buyer,,1
297,Nancy,Rodriguez,nancy.rodriguez886@email.com,KS,buyer,,1
298,James,Allen,james.allen509@email.com,OH,buyer,,1
299,Steven,Clark,steven.clark622@email.com,PA,buyer,,1
300,Kevin,Davis,kevin.davis636@email.com,WI,buyer,,1
301,Mark,Thompson,mark.thompson786@email.com,GA,buyer,,1
302,Mary,Lee,mary.lee643@email.com,KS,buyer,,1
303,David,Martinez,david.martinez35@email.com,FL,buyer,,1
304,Brian,Harris,brian.harris932@email.com,KS,buyer,,1
305,Steven,Hernandez,steven.hernandez180@email.com,GA,buyer,,1
306,Elizabeth,Jones,elizabeth.jones898@email.com,FL,buyer,,1
307,Brian,Taylor,brian.taylor280@email.com,IA,buyer,,1
308,Jennifer,Rodriguez,jennifer.rodriguez967@email.com,WA,buyer,,1
309,Carol,King,carol.king765@email.com,VA,buyer,,1
310,Joshua,Lewis,joshua.lewis987@email.com,KS,buyer,,1
311,Robert,Jones,robert.jones232@email.com,GA,buyer,,1
312,Nancy,King,nancy.king571@email.com,CA,buyer,,1
313,Brian,Williams,brian.williams15@email.com,PA,buyer,,1
314,Mark,Moore,mark.moore378@email.com,KS,buyer,,1
315,Mark,Jackson,mark.jackson654@email.com,TX,buyer,,1
316,Brian,Brown,brian.brown483@email.com,ND,buyer,,1
317,Michael,Martin,michael.martin575@email.com,CA,buyer,,1
318,Andrew,Allen,andrew.allen664@email.com,OH,buyer,,1
319,Robert,Lee,robert.lee932@email.com,SC,buyer,,1
320,Paul,Lee,paul.lee144@email.com,TX,buyer,,1
321,David,King,david.king505@email.com,KS,buyer,,1
322,Thomas,Brown,thomas.brown551@email.com,MO,buyer,,1
323,Mary,Gonzalez,mary.gonzalez687@email.com,TX,buyer,,1
324,Betty,Jackson,betty.jackson159@email.com,GA,buyer,,1
325,Betty,Lee,betty.lee502@email.com,KS,buyer,,1
326,Betty,King,betty.king34@email.com,OR,buyer,,1
327,Brian,Miller,brian.miller974@email.com,TX,buyer,,1
328,Sarah,Walker,sarah.walker703@email.com,OK,buyer,,1
329,Brian,Moore,brian.moore661@email.com,WA,buyer,,1
330,Kevin,Johnson,kevin.johnson195@email.com,TX,buyer,,1
331,Thomas,King,thomas.king466@email.com,CA,buyer,,1
332,William,Thompson,william.thompson655@email.com,MO,buyer,,1
333,Michael,Johnson,michael.johnson250@email.com,FL,buyer,,1
334,Mary,Lewis,mary.lewis71@email.com,IN,buyer,,1
335,Susan,Jackson,susan.jackson891@email.com,MO,buyer,,1
336,Jessica,Hernandez,jessica.hernandez808@email.com,FL,buyer,,1
337,John,Rodriguez,john.rodriguez149@email.com,CA,buyer,,1
338,Mary,Moore,mary.moore179@email.com,MO,buyer,,1
339,Thomas,Thompson,thomas.thompson135@email.com,CA,buyer,,1
340,John,Lopez,john.lopez244@email.com,PA,buyer,,1
341,Andrew,Smith,andrew.smith54@email.com,MO,buyer,,1
342,Mary,Harris,mary.harris117@email.com,TX,buyer,,1
343,Robert,Thomas,robert.thomas371@email.com,TX,buyer,,1
344,Richard,Anderson,richard.anderson969@email.com,IA,buyer,,1
345,David,Harris,david.harris888@email.com,FL,buyer,,1
346,Paul,Anderson,paul.anderson32@email.com,WI,buyer,,1
347,James,Thomas,james.thomas437@email.com,CA,buyer,,1
348,Richard,Thomas,richard.thomas455@email.com,NC,buyer,,1
349,Robert,Young,robert.young623@email.com,KS,buyer,,1
350,Patricia,Williams,patricia.williams640@email.com,KS,buyer,,1
351,Andrew,Gonzalez,andrew.gonzalez544@email.com,CO,buyer,,1
352,Steven,Anderson,steven.anderson441@email.com,IA,buyer,,1
353,Richard,Lewis,richard.lewis874@email.com,NC,buyer,,1
354,Susan,Wilson,susan.wilson234@email.com,TX,buyer,,1
355,Betty,Hernandez,betty.hernandez409@email.com,SC,buyer,,1
356,Betty,Harris,betty.harris438@email.com,KS,buyer,,1
357,Andrew,Thompson,andrew.thompson977@email.com,MO,buyer,,1
358,Patricia,Thompson,patricia.thompson69@email.com,WA,buyer,,1
359,William,Robinson,william.robinson443@email.com,KS,buyer,,1
360,Richard,Harris,richard.harris832@email.com,GA,buyer,,1
361,Mary,Moore,mary.moore980@email.com,KS,buyer,,1
362,Joshua,Thompson,joshua.thompson363@email.com,KS,buyer,,1
363,Helen,Walker,helen.walker53@email.com,WA,buyer,,1
364,Steven,Martin,steven.martin107@email.com,OK,buyer,,1
365,Susan,Jones,susan.jones230@email.com,MN,buyer,,1
366,Richard,Lopez,richard.lopez377@email.com,CA,buyer,,1
367,Thomas,Clark,thomas.clark232@email.com,OK,buyer,,1
368,Helen,Walker,helen.walker786@email.com,IN,buyer,,1
369,Michael,Martin,michael.martin850@email.com,OR,buyer,,1
370,Donald,Smith,donald.smith720@email.com,MO,buyer,,1
371,Paul,Allen,paul.allen7@email.com,OK,buyer,,1
372,Linda,Walker,linda.walker674@email.com,KS,buyer,,1
373,Nancy,Williams,nancy.williams649@email.com,KS,buyer,,1
374,Michael,Williams,michael.williams221@email.com,GA,buyer,,1
375,Karen,Wilson,karen.wilson162@email.com,TX,buyer,,1
376,Brian,Martinez,brian.martinez796@email.com,NC,buyer,,1
377,William,Young,william.young162@email.com,KS,buyer,,1
378,James,Thompson,james.thompson454@email.com,KS,buyer,,1
379,Helen,Thomas,helen.thomas425@email.com,OH,buyer,,1
380,Donald,Miller,donald.miller117@email.com,GA,buyer,,1
381,Kevin,Wilson,kevin.wilson695@email.com,KS,buyer,,1
382,Ruth,Taylor,ruth.taylor47@email.com,MN,buyer,,1
383,Jessica,Gonzalez,jessica.gonzalez57@email.com,AZ,buyer,,1
384,John,Miller,john.miller217@email.com,OK,buyer,,1
385,Mary,Clark,mary.clark336@email.com,MO,buyer,,1
386,Thomas,Smith,thomas.smith441@email.com,IA,buyer,,1
387,Linda,Jones,linda.jones721@email.com,TX,buyer,,1
388,Jessica,Taylor,jessica.taylor685@email.com,IN,buyer,,1
389,Kevin,Williams,kevin.williams760@email.com,TX,buyer,,1
390,David,Wilson,david.wilson944@email.com,KS,buyer,,1
391,Robert,Walker,robert.walker440@email.com,OK,buyer,,1
392,Nancy,White,nancy.white297@email.com,WI,buyer,,1
393,Thomas,Gonzalez,thomas.gonzalez333@email.com,KS,buyer,,1
394,Jennifer,Lewis,jennifer.lewis472@email.com,OR,buyer,,1
395,Brian,Williams,brian.williams109@email.com,TX,buyer,,1
396,Sarah,Wilson,sarah.wilson537@email.com,OH,buyer,,1
397,William,Gonzalez,william.gonzalez764@email.com,CA,buyer,,1
398,Joshua,Davis,joshua.davis173@email.com,OK,buyer,,1
399,Robert,Taylor,robert.taylor544@email.com,WI,buyer,,1
400,Elizabeth,Young,elizabeth.young360@email.com,FL,buyer,,1
401,Patricia,Davis,patricia.davis263@email.com,KS,buyer,,1
402,Elizabeth,Garcia,elizabeth.garcia779@email.com,OH,buyer,,1
403,Robert,Garcia,robert.garcia644@email.com,OR,buyer,,1
404,Ruth,Anderson,ruth.anderson779@email.com,GA,buyer,,1
405,Sandra,Thompson,sandra.thompson579@email.com,OR,buyer,,1
406,Andrew,Walker,andrew.walker324@email.com,AZ,buyer,,1
407,Patricia,Anderson,patricia.anderson453@email.com,KS,buyer,,1
408,Paul,Lewis,paul.lewis58@email.com,OK,buyer,,1
409,Kevin,Taylor,kevin.taylor473@email.com,KS,buyer,,1
410,Sandra,Johnson,sandra.johnson852@email.com,KS,buyer,,1
411,Steven,Williams,steven.williams876@email.com,WI,buyer,,1
412,William,Martin,william.martin394@email.com,OH,buyer,,1
413,Donna,Jackson,donna.jackson811@email.com,IN,buyer,,1
414,David,Anderson,david.anderson586@email.com,WA,buyer,,1
415,Elizabeth,Hernandez,elizabeth.hernandez514@email.com,OH,buyer,,1
416,Patricia,King,patricia.king106@email.com,KS,buyer,,1
417,Joshua,White,joshua.white662@email.com,KS,buyer,,1
418,Linda,Johnson,linda.johnson449@email.com,MO,buyer,,1
419,Sandra,Taylor,sandra.taylor163@email.com,IL,buyer,,1
420,Brian,Lopez,brian.lopez397@email.com,WA,buyer,,1
421,Betty,Clark,betty.clark613@email.com,OK,buyer,,1
422,James,Lewis,james.lewis343@email.com,MI,buyer,,1
423,Robert,Hernandez,robert.hernandez695@email.com,KS,buyer,,1
424,Karen,Martinez,karen.martinez873@email.com,MO,buyer,,1
425,Patricia,Hernandez,patricia.hernandez680@email.com,KS,buyer,,1
426,Patricia,Allen,patricia.allen991@email.com,OK,buyer,,1
427,Nancy,Jones,nancy.jones961@email.com,OH,buyer,,1
